trip_id,vehicle_id,driver_id,trip_date,origin,destination,distance_km,duration_hr,fuel_liters,fuel_cost,purpose
T04531,V028,D064,2026-06-03,Eastfield Park,Harbor Terminal,217.5,3.97,34.3,52.36,pickup
T04710,V010,D040,2026-06-03,Riverside Hub,Westside Yard,232.6,4.54,28.7,46.34,service_run
T04761,V117,D027,2026-06-03,Springfield Depot,Eastfield Park,389.5,6.81,44.3,75.88,delivery
T04824,V062,D056,2026-06-03,Eastfield Park,Northgate DC,347.3,5.01,47.3,73.45,delivery
T05044,V068,D025,2026-06-03,Airport Cargo,Westside Yard,516.5,8.09,64.9,104.95,pickup
T00590,V084,D013,2026-06-04,Westside Yard,Northgate DC,88.1,2.02,13.2,20.73,delivery
T00688,V048,D036,2026-06-04,Riverside Hub,Westside Yard,135.0,2.2,14.4,23.52,delivery
T01730,V084,D013,2026-06-04,Springfield Depot,Eastfield Park,585.5,10.55,55.8,92.91,pickup
T01813,V068,D025,2026-06-04,Riverside Hub,Harbor Terminal,179.3,2.94,20.8,33.86,delivery
T02267,V044,D020,2026-06-04,Airport Cargo,Riverside Hub,214.7,3.24,20.7,34.45,pickup
T02481,V094,D078,2026-06-04,Eastfield Park,Westside Yard,220.7,3.31,29.8,46.95,delivery
T02492,V035,D069,2026-06-04,Eastfield Park,Downtown Drop,252.7,3.99,38.8,58.82,delivery
T02573,V117,D027,2026-06-04,Westside Yard,Downtown Drop,38.8,0.98,3.8,6.33,delivery
T03084,V068,D025,2026-06-04,Harbor Terminal,Downtown Drop,19.0,0.42,2.3,3.78,pickup
T03487,V070,D026,2026-06-04,Harbor Terminal,Riverside Hub,72.9,1.51,11.9,20.75,delivery
T03738,V092,D044,2026-06-04,Airport Cargo,Harbor Terminal,79.0,1.76,7.6,12.78,service_run
T04230,V102,D038,2026-06-04,Westside Yard,Harbor Terminal,280.6,4.43,35.6,60.8,transfer
T04468,V081,D042,2026-06-04,Eastfield Park,Westside Yard,326.6,7.61,40.5,59.25,delivery
T04980,V007,D004,2026-06-04,Airport Cargo,Downtown Drop,422.9,9.29,68.1,99.54,service_run
T00302,V030,D022,2026-06-05,Eastfield Park,Westside Yard,147.1,3.18,16.3,23.81,delivery
T00440,V077,D029,2026-06-05,Harbor Terminal,Eastfield Park,186.2,3.88,18.0,30.92,delivery
T01002,V110,D072,2026-06-05,Eastfield Park,Westside Yard,555.1,9.61,75.0,129.42,service_run
T01068,V014,D031,2026-06-05,Northgate DC,Westside Yard,509.7,10.49,63.2,95.08,transfer
T01445,V117,D027,2026-06-05,Harbor Terminal,Springfield Depot,144.4,2.74,20.0,29.24,pickup
T01511,V047,D050,2026-06-05,Springfield Depot,Riverside Hub,392.2,9.32,46.2,79.72,delivery
T01609,V037,D035,2026-06-05,Northgate DC,Springfield Depot,528.1,11.77,49.1,71.95,pickup
T01644,V098,D018,2026-06-05,Downtown Drop,Northgate DC,316.0,7.32,54.7,92.77,delivery
T02133,V037,D035,2026-06-05,Springfield Depot,Riverside Hub,229.3,4.69,30.7,51.11,service_run
T02394,V114,D070,2026-06-05,Springfield Depot,Westside Yard,274.8,4.3,39.4,68.37,delivery
T02762,V074,D009,2026-06-05,Eastfield Park,Harbor Terminal,502.2,9.25,74.8,119.91,service_run
T03322,V069,D066,2026-06-05,Riverside Hub,Downtown Drop,350.8,9.08,37.8,61.42,pickup
T03558,V068,D025,2026-06-05,Riverside Hub,Airport Cargo,436.5,7.44,42.2,62.44,delivery
T04100,V117,D027,2026-06-05,Eastfield Park,Downtown Drop,522.0,9.27,54.3,79.55,pickup
T04159,V032,D062,2026-06-05,Riverside Hub,Harbor Terminal,571.5,8.45,88.8,137.95,delivery
T04501,V024,D079,2026-06-05,Westside Yard,Northgate DC,252.3,5.16,25.0,38.58,service_run
T04677,V018,D028,2026-06-05,Riverside Hub,Harbor Terminal,35.2,0.85,4.7,7.93,delivery
T05063,V116,D012,2026-06-05,Northgate DC,Westside Yard,305.1,7.55,28.9,43.11,delivery
T00518,V055,D059,2026-06-06,Westside Yard,Eastfield Park,142.6,2.09,17.2,28.22,service_run
T00559,V105,D023,2026-06-06,Westside Yard,Northgate DC,262.4,5.22,26.4,39.7,delivery
T00831,V041,D047,2026-06-06,Airport Cargo,Springfield Depot,369.1,6.95,62.1,96.65,service_run
T02134,V060,D005,2026-06-06,Westside Yard,Eastfield Park,181.3,3.35,17.5,29.49,service_run
T02239,V010,D040,2026-06-06,Eastfield Park,Springfield Depot,309.9,5.43,37.4,54.69,service_run
T02310,V003,D058,2026-06-06,Eastfield Park,Harbor Terminal,401.0,7.49,40.0,68.14,transfer
T02349,V013,D016,2026-06-06,Westside Yard,Airport Cargo,146.8,3.26,23.5,37.59,service_run
T02437,V069,D066,2026-06-06,Downtown Drop,Riverside Hub,288.1,5.8,27.0,45.45,delivery
T02820,V046,D071,2026-06-06,Airport Cargo,Northgate DC,260.1,4.88,28.3,47.59,transfer
T02915,V012,D057,2026-06-06,Riverside Hub,Downtown Drop,196.9,3.03,24.6,37.97,delivery
T03058,V104,D068,2026-06-06,Airport Cargo,Springfield Depot,426.9,7.12,72.5,125.15,delivery
T03088,V007,D004,2026-06-06,Springfield Depot,Westside Yard,404.2,10.07,38.4,59.61,delivery
T03722,V026,D021,2026-06-06,Harbor Terminal,Westside Yard,93.0,1.75,9.1,15.12,delivery
T03797,V037,D035,2026-06-06,Northgate DC,Riverside Hub,282.7,7.19,28.9,46.88,delivery
T03887,V061,D001,2026-06-06,Airport Cargo,Downtown Drop,167.1,2.95,23.0,33.56,delivery
T04788,V014,D031,2026-06-06,Harbor Terminal,Airport Cargo,507.2,8.16,56.5,92.69,service_run
T00038,V028,D064,2026-06-07,Eastfield Park,Airport Cargo,398.3,10.44,51.6,83.08,service_run
T00200,V070,D026,2026-06-07,Airport Cargo,Westside Yard,267.0,4.53,26.0,42.4,delivery
T01697,V063,D010,2026-06-07,Northgate DC,Riverside Hub,486.6,7.48,78.5,122.47,delivery
T02036,V095,D034,2026-06-07,Harbor Terminal,Northgate DC,469.6,9.35,69.7,102.03,delivery
T02469,V029,D060,2026-06-07,Riverside Hub,Airport Cargo,252.3,5.86,24.1,38.45,delivery
T03017,V095,D034,2026-06-07,Riverside Hub,Springfield Depot,321.9,6.72,31.3,54.5,delivery
T03049,V113,D053,2026-06-07,Northgate DC,Airport Cargo,520.1,13.24,64.6,95.27,pickup
T03353,V107,D015,2026-06-07,Springfield Depot,Harbor Terminal,244.7,5.81,32.3,52.13,pickup
T03466,V110,D072,2026-06-07,Westside Yard,Harbor Terminal,260.9,6.37,32.9,54.55,pickup
T04113,V116,D012,2026-06-07,Riverside Hub,Downtown Drop,145.2,3.21,18.7,30.34,transfer
T04500,V007,D004,2026-06-07,Springfield Depot,Harbor Terminal,60.7,0.91,6.9,10.18,delivery
T04551,V019,D041,2026-06-07,Eastfield Park,Northgate DC,289.0,5.11,26.3,40.3,service_run
T04868,V021,D037,2026-06-07,Westside Yard,Northgate DC,64.4,0.94,7.3,11.8,delivery
T05039,V019,D041,2026-06-07,Westside Yard,Airport Cargo,459.4,8.95,72.6,106.67,delivery
T00278,V109,D051,2026-06-08,Northgate DC,Westside Yard,604.9,9.48,96.8,165.34,service_run
T00470,V102,D038,2026-06-08,Airport Cargo,Eastfield Park,27.6,0.56,3.9,5.93,delivery
T00634,V081,D042,2026-06-08,Riverside Hub,Northgate DC,504.1,12.35,74.9,110.61,service_run
T00786,V110,D072,2026-06-08,Airport Cargo,Northgate DC,325.2,7.47,42.2,69.89,service_run
T01517,V032,D062,2026-06-08,Northgate DC,Downtown Drop,321.0,4.96,34.0,52.57,transfer
T02070,V013,D016,2026-06-08,Westside Yard,Eastfield Park,389.9,6.29,63.4,108.62,delivery
T02500,V061,D001,2026-06-08,Springfield Depot,Riverside Hub,540.5,12.65,59.3,89.47,pickup
T02684,V081,D042,2026-06-08,Springfield Depot,Harbor Terminal,561.0,10.81,81.3,137.6,delivery
T02761,V068,D025,2026-06-08,Airport Cargo,Springfield Depot,252.2,6.15,27.2,42.61,service_run
T02780,V074,D009,2026-06-08,Downtown Drop,Airport Cargo,203.0,3.69,33.2,52.39,service_run
T03556,V069,D066,2026-06-08,Westside Yard,Northgate DC,168.1,4.01,16.7,25.31,delivery
T03576,V013,D016,2026-06-08,Airport Cargo,Harbor Terminal,465.7,10.66,50.8,88.87,pickup
T03881,V108,D063,2026-06-08,Downtown Drop,Northgate DC,110.1,1.97,10.4,15.84,delivery
T04056,V043,D073,2026-06-08,Riverside Hub,Northgate DC,390.3,6.43,51.0,84.7,delivery
T04719,V035,D069,2026-06-08,Springfield Depot,Harbor Terminal,384.6,6.26,38.4,59.35,delivery
T05077,V046,D071,2026-06-08,Harbor Terminal,Westside Yard,317.8,6.62,46.8,72.2,transfer
T00534,V014,D031,2026-06-09,Riverside Hub,Springfield Depot,477.3,6.9,53.4,92.12,pickup
T00681,V024,D079,2026-06-09,Northgate DC,Eastfield Park,412.0,6.66,52.0,75.49,service_run
T00843,V052,D065,2026-06-09,Downtown Drop,Riverside Hub,534.9,9.17,60.1,90.48,service_run
T00856,V109,D051,2026-06-09,Northgate DC,Airport Cargo,425.7,6.65,63.2,106.97,delivery
T01027,V006,D006,2026-06-09,Harbor Terminal,Downtown Drop,305.9,6.03,32.2,54.63,delivery
T01128,V108,D063,2026-06-09,Airport Cargo,Eastfield Park,265.8,6.05,31.2,50.09,pickup
T01819,V028,D064,2026-06-09,Springfield Depot,Airport Cargo,409.5,5.96,44.5,73.81,transfer
T01855,V003,D058,2026-06-09,Eastfield Park,Harbor Terminal,532.8,9.26,84.8,142.06,delivery
T01923,V040,D067,2026-06-09,Harbor Terminal,Airport Cargo,607.1,11.59,66.3,97.17,pickup
T02351,V030,D022,2026-06-09,Airport Cargo,Westside Yard,156.3,3.99,18.8,30.45,delivery
T02704,V030,D022,2026-06-09,Westside Yard,Springfield Depot,347.3,5.04,45.8,74.8,delivery
T02786,V045,D076,2026-06-09,Downtown Drop,Airport Cargo,467.4,6.72,61.8,98.62,delivery
T03311,V092,D044,2026-06-09,Eastfield Park,Springfield Depot,64.3,1.2,8.2,13.21,service_run
T03536,V055,D059,2026-06-09,Springfield Depot,Northgate DC,241.0,4.98,24.9,39.71,service_run
T03655,V030,D022,2026-06-09,Northgate DC,Downtown Drop,456.3,10.7,54.3,89.86,delivery
T04212,V080,D054,2026-06-09,Westside Yard,Riverside Hub,155.1,3.01,24.4,36.31,pickup
T04282,V012,D057,2026-06-09,Harbor Terminal,Springfield Depot,349.5,8.33,32.4,55.44,delivery
T00290,V047,D050,2026-06-10,Westside Yard,Springfield Depot,454.2,7.76,70.7,118.54,delivery
T00749,V028,D064,2026-06-10,Westside Yard,Northgate DC,236.9,5.82,23.3,36.67,pickup
T02105,V026,D021,2026-06-10,Eastfield Park,Airport Cargo,111.7,1.61,15.9,27.42,delivery
T02499,V004,D003,2026-06-10,Harbor Terminal,Downtown Drop,368.5,8.68,55.1,82.06,delivery
T03402,V047,D050,2026-06-10,Springfield Depot,Downtown Drop,501.9,7.28,67.6,108.67,delivery
T03662,V029,D060,2026-06-10,Downtown Drop,Eastfield Park,329.6,5.33,49.3,74.25,delivery
T04200,V055,D059,2026-06-10,Springfield Depot,Eastfield Park,416.5,6.32,55.8,86.13,transfer
T04266,V092,D044,2026-06-10,Westside Yard,Riverside Hub,497.7,7.82,73.4,128.4,delivery
T04489,V003,D058,2026-06-10,Downtown Drop,Northgate DC,330.1,4.95,35.0,58.77,delivery
T04575,V055,D059,2026-06-10,Harbor Terminal,Northgate DC,374.5,6.55,52.2,76.63,delivery
T04654,V002,D074,2026-06-10,Downtown Drop,Springfield Depot,193.8,4.47,23.6,36.79,delivery
T04828,V012,D057,2026-06-10,Westside Yard,Eastfield Park,496.6,7.11,49.9,73.82,transfer
T00018,V040,D067,2026-06-11,Eastfield Park,Downtown Drop,142.9,2.62,14.2,22.18,delivery
T00137,V050,D007,2026-06-11,Airport Cargo,Downtown Drop,599.5,12.27,69.7,117.28,service_run
T00207,V070,D026,2026-06-11,Airport Cargo,Riverside Hub,392.0,6.54,49.5,74.09,service_run
T00237,V092,D044,2026-06-11,Airport Cargo,Harbor Terminal,63.0,1.34,7.2,11.8,delivery
T00354,V030,D022,2026-06-11,Eastfield Park,Springfield Depot,219.9,5.18,35.9,57.99,delivery
T00479,V060,D005,2026-06-11,Riverside Hub,Eastfield Park,476.0,8.11,57.8,89.61,delivery
T01044,V026,D021,2026-06-11,Airport Cargo,Harbor Terminal,65.4,1.22,9.9,16.05,transfer
T01479,V006,D006,2026-06-11,Airport Cargo,Harbor Terminal,120.2,2.09,18.0,27.86,service_run
T01491,V101,D017,2026-06-11,Springfield Depot,Westside Yard,377.3,5.53,49.3,84.58,service_run
T01584,V012,D057,2026-06-11,Downtown Drop,Airport Cargo,449.9,6.86,41.6,60.6,delivery
T02400,V059,D002,2026-06-11,Downtown Drop,Airport Cargo,485.4,7.95,45.3,74.75,delivery
T02821,V092,D044,2026-06-11,Harbor Terminal,Eastfield Park,480.0,6.97,46.3,69.86,service_run
T02918,V098,D018,2026-06-11,Harbor Terminal,Eastfield Park,590.0,13.06,59.2,89.33,delivery
T03256,V063,D010,2026-06-11,Westside Yard,Eastfield Park,95.6,2.04,11.8,19.85,transfer
T03260,V080,D054,2026-06-11,Springfield Depot,Airport Cargo,149.7,2.41,26.9,45.62,delivery
T03295,V040,D067,2026-06-11,Eastfield Park,Airport Cargo,343.1,8.39,32.9,52.92,transfer
T03399,V052,D065,2026-06-11,Airport Cargo,Northgate DC,465.5,7.13,62.7,107.98,delivery
T03626,V105,D023,2026-06-11,Northgate DC,Eastfield Park,392.7,7.71,38.0,61.64,delivery
T03660,V029,D060,2026-06-11,Eastfield Park,Airport Cargo,486.8,7.67,46.6,70.12,transfer
T04634,V084,D013,2026-06-11,Northgate DC,Eastfield Park,137.8,1.99,13.4,21.35,delivery
T05036,V012,D057,2026-06-11,Westside Yard,Northgate DC,322.6,8.49,40.5,68.17,delivery
T05065,V084,D013,2026-06-11,Westside Yard,Airport Cargo,70.7,1.23,10.1,15.66,transfer
T00270,V021,D037,2026-06-12,Riverside Hub,Harbor Terminal,121.6,2.93,11.3,19.14,pickup
T00359,V044,D020,2026-06-12,Eastfield Park,Northgate DC,463.6,10.72,59.5,99.27,pickup
T00768,V021,D037,2026-06-12,Harbor Terminal,Downtown Drop,319.5,6.21,32.2,48.84,pickup
T00886,V038,D011,2026-06-12,Eastfield Park,Springfield Depot,294.9,4.28,37.2,59.3,transfer
T00915,V027,D049,2026-06-12,Riverside Hub,Downtown Drop,552.8,13.04,67.3,103.21,service_run
T01625,V013,D016,2026-06-12,Riverside Hub,Airport Cargo,22.0,0.52,2.6,4.54,delivery
T01654,V074,D009,2026-06-12,Harbor Terminal,Airport Cargo,578.1,13.66,55.4,92.27,delivery
T02236,V004,D003,2026-06-12,Downtown Drop,Northgate DC,338.2,7.86,60.7,100.72,delivery
T02505,V087,D039,2026-06-12,Airport Cargo,Westside Yard,22.1,0.52,3.4,5.81,transfer
T02816,V095,D034,2026-06-12,Airport Cargo,Downtown Drop,258.1,4.99,37.5,65.62,delivery
T02831,V044,D020,2026-06-12,Harbor Terminal,Downtown Drop,521.7,12.67,55.1,92.77,delivery
T02973,V026,D021,2026-06-12,Harbor Terminal,Northgate DC,543.7,10.37,59.2,94.76,pickup
T03392,V077,D029,2026-06-12,Eastfield Park,Airport Cargo,388.9,10.17,61.1,90.71,delivery
T03694,V053,D019,2026-06-12,Springfield Depot,Westside Yard,538.8,9.99,54.3,79.44,delivery
T03957,V117,D027,2026-06-12,Springfield Depot,Northgate DC,208.4,3.85,26.4,44.24,delivery
T03999,V098,D018,2026-06-12,Airport Cargo,Riverside Hub,72.0,1.22,8.5,14.3,pickup
T04221,V040,D067,2026-06-12,Westside Yard,Eastfield Park,164.2,3.79,21.4,36.8,pickup
T04825,V104,D068,2026-06-12,Eastfield Park,Westside Yard,574.9,10.76,67.9,113.8,service_run
T00202,V084,D013,2026-06-13,Riverside Hub,Eastfield Park,470.5,9.08,54.3,91.54,delivery
T00303,V050,D007,2026-06-13,Springfield Depot,Eastfield Park,26.4,0.45,3.2,4.9,service_run
T00709,V032,D062,2026-06-13,Westside Yard,Riverside Hub,155.2,2.32,16.3,24.09,delivery
T00788,V098,D018,2026-06-13,Westside Yard,Harbor Terminal,271.4,6.55,28.2,44.13,delivery
T00803,V092,D044,2026-06-13,Airport Cargo,Harbor Terminal,419.3,7.87,50.1,80.01,delivery
T01063,V077,D029,2026-06-13,Westside Yard,Airport Cargo,467.1,10.31,69.9,108.95,delivery
T01306,V082,D055,2026-06-13,Riverside Hub,Airport Cargo,144.1,2.37,23.8,37.67,service_run
T01574,V007,D004,2026-06-13,Eastfield Park,Riverside Hub,97.3,2.19,13.2,21.61,service_run
T02189,V008,D046,2026-06-13,Springfield Depot,Harbor Terminal,547.3,9.36,82.7,141.4,delivery
T02625,V028,D064,2026-06-13,Westside Yard,Springfield Depot,119.4,2.61,20.7,31.76,delivery
T02877,V095,D034,2026-06-13,Northgate DC,Springfield Depot,344.3,7.6,60.9,99.09,delivery
T03133,V055,D059,2026-06-13,Northgate DC,Harbor Terminal,199.6,4.35,36.1,57.28,delivery
T03136,V095,D034,2026-06-13,Eastfield Park,Harbor Terminal,537.9,7.71,53.2,85.51,pickup
T03233,V013,D016,2026-06-13,Harbor Terminal,Westside Yard,138.8,2.24,19.3,31.37,delivery
T03268,V043,D073,2026-06-13,Airport Cargo,Downtown Drop,21.7,0.49,3.3,4.91,service_run
T03599,V107,D015,2026-06-13,Northgate DC,Downtown Drop,403.1,10.06,44.9,72.75,transfer
T03687,V114,D070,2026-06-13,Northgate DC,Airport Cargo,240.8,3.6,24.5,42.16,delivery
T04320,V043,D073,2026-06-13,Airport Cargo,Springfield Depot,55.9,0.83,9.2,15.67,delivery
T00218,V068,D025,2026-06-14,Northgate DC,Harbor Terminal,343.1,6.2,51.7,87.37,delivery
T00491,V027,D049,2026-06-14,Eastfield Park,Northgate DC,195.3,2.81,20.4,34.51,transfer
T01151,V029,D060,2026-06-14,Downtown Drop,Airport Cargo,476.9,9.18,67.1,98.95,delivery
T01161,V008,D046,2026-06-14,Riverside Hub,Westside Yard,93.0,2.23,10.0,14.98,pickup
T01193,V052,D065,2026-06-14,Harbor Terminal,Westside Yard,617.7,8.84,84.0,138.35,service_run
T01253,V047,D050,2026-06-14,Springfield Depot,Downtown Drop,505.3,9.02,46.0,78.53,transfer
T01423,V044,D020,2026-06-14,Eastfield Park,Northgate DC,272.1,5.66,30.7,50.1,service_run
T02079,V014,D031,2026-06-14,Riverside Hub,Eastfield Park,564.1,12.4,77.1,120.4,transfer
T02188,V041,D047,2026-06-14,Springfield Depot,Harbor Terminal,483.7,6.98,78.9,124.16,delivery
T02498,V028,D064,2026-06-14,Northgate DC,Harbor Terminal,544.9,7.99,57.9,96.8,service_run
T02694,V052,D065,2026-06-14,Westside Yard,Airport Cargo,77.1,1.49,10.1,15.63,service_run
T02941,V060,D005,2026-06-14,Airport Cargo,Northgate DC,108.4,2.11,16.5,24.01,transfer
T03032,V013,D016,2026-06-14,Northgate DC,Harbor Terminal,526.2,9.92,61.7,104.82,delivery
T03157,V108,D063,2026-06-14,Eastfield Park,Springfield Depot,354.4,5.17,35.2,51.12,delivery
T03434,V059,D002,2026-06-14,Eastfield Park,Downtown Drop,146.6,2.28,17.6,28.69,delivery
T03681,V081,D042,2026-06-14,Downtown Drop,Harbor Terminal,170.1,3.13,29.9,50.84,service_run
T03953,V043,D073,2026-06-14,Downtown Drop,Riverside Hub,441.9,8.14,68.1,116.67,pickup
T04196,V117,D027,2026-06-14,Harbor Terminal,Downtown Drop,106.5,2.15,14.4,22.92,delivery
T04367,V094,D078,2026-06-14,Westside Yard,Downtown Drop,207.7,3.53,33.8,56.45,delivery
T04457,V052,D065,2026-06-14,Airport Cargo,Springfield Depot,151.8,2.7,18.8,28.11,delivery
T04464,V024,D079,2026-06-14,Downtown Drop,Eastfield Park,388.5,8.58,44.7,77.9,delivery
T04490,V101,D017,2026-06-14,Northgate DC,Springfield Depot,193.1,3.38,17.8,29.54,transfer
T00068,V027,D049,2026-06-15,Northgate DC,Airport Cargo,291.7,7.65,33.4,55.81,transfer
T00566,V101,D017,2026-06-15,Northgate DC,Harbor Terminal,531.0,8.05,93.7,144.45,service_run
T00762,V028,D064,2026-06-15,Springfield Depot,Riverside Hub,401.5,6.49,46.3,69.74,service_run
T00906,V092,D044,2026-06-15,Eastfield Park,Westside Yard,463.1,10.95,58.6,88.2,transfer
T00996,V026,D021,2026-06-15,Westside Yard,Downtown Drop,318.7,5.78,32.5,50.68,delivery
T01031,V068,D025,2026-06-15,Springfield Depot,Downtown Drop,438.2,10.32,50.8,81.61,delivery
T01054,V063,D010,2026-06-15,Downtown Drop,Springfield Depot,201.4,3.23,23.4,36.77,pickup
T01366,V045,D076,2026-06-15,Springfield Depot,Downtown Drop,175.1,3.86,16.8,28.92,delivery
T01814,V065,D080,2026-06-15,Northgate DC,Springfield Depot,346.0,6.5,46.3,67.14,delivery
T02280,V110,D072,2026-06-15,Riverside Hub,Airport Cargo,297.8,4.49,44.4,71.12,delivery
T02293,V039,D045,2026-06-15,Northgate DC,Riverside Hub,279.3,4.16,29.9,50.68,transfer
T02686,V004,D003,2026-06-15,Springfield Depot,Harbor Terminal,177.7,2.71,24.1,36.12,transfer
T03163,V045,D076,2026-06-15,Springfield Depot,Northgate DC,554.9,13.42,50.9,80.15,transfer
T03226,V065,D080,2026-06-15,Airport Cargo,Northgate DC,28.0,0.72,2.8,4.66,transfer
T03449,V037,D035,2026-06-15,Springfield Depot,Airport Cargo,275.7,5.79,39.7,66.88,delivery
T03475,V065,D080,2026-06-15,Westside Yard,Downtown Drop,415.9,6.54,45.8,73.31,transfer
T03616,V007,D004,2026-06-15,Downtown Drop,Airport Cargo,474.1,8.95,44.9,78.14,transfer
T03667,V105,D023,2026-06-15,Riverside Hub,Eastfield Park,529.2,9.19,50.5,88.21,delivery
T04405,V019,D041,2026-06-15,Eastfield Park,Riverside Hub,232.5,6.08,21.7,37.61,service_run
T04518,V092,D044,2026-06-15,Riverside Hub,Springfield Depot,394.8,10.12,40.1,65.03,transfer
T04549,V074,D009,2026-06-15,Downtown Drop,Harbor Terminal,531.5,10.94,78.7,129.39,delivery
T04789,V004,D003,2026-06-15,Downtown Drop,Riverside Hub,471.0,7.93,63.8,105.5,pickup
T05133,V116,D012,2026-06-15,Downtown Drop,Westside Yard,436.0,6.93,58.7,86.49,delivery
T05182,V047,D050,2026-06-15,Harbor Terminal,Airport Cargo,509.6,8.58,46.8,78.69,pickup
T05195,V059,D002,2026-06-15,Airport Cargo,Harbor Terminal,513.5,11.77,62.3,93.02,pickup
T00795,V027,D049,2026-06-16,Downtown Drop,Riverside Hub,118.5,2.1,16.2,24.88,service_run
T00821,V068,D025,2026-06-16,Harbor Terminal,Westside Yard,311.9,5.82,42.0,65.49,delivery
T01094,V087,D039,2026-06-16,Harbor Terminal,Eastfield Park,615.6,11.82,77.0,128.86,service_run
T01098,V062,D056,2026-06-16,Riverside Hub,Downtown Drop,278.9,4.04,25.6,38.52,transfer
T01177,V104,D068,2026-06-16,Westside Yard,Northgate DC,283.6,5.86,37.1,58.23,service_run
T01311,V013,D016,2026-06-16,Westside Yard,Northgate DC,446.4,8.89,79.4,126.82,service_run
T01472,V080,D054,2026-06-16,Springfield Depot,Harbor Terminal,433.1,8.7,77.3,125.17,service_run
T01500,V047,D050,2026-06-16,Riverside Hub,Airport Cargo,139.0,2.62,20.2,29.95,delivery
T01876,V039,D045,2026-06-16,Northgate DC,Riverside Hub,572.4,8.52,70.6,114.38,delivery
T02330,V008,D046,2026-06-16,Riverside Hub,Northgate DC,468.1,8.26,58.2,89.98,transfer
T02446,V053,D019,2026-06-16,Westside Yard,Downtown Drop,381.2,9.24,62.1,92.2,delivery
T02852,V113,D053,2026-06-16,Harbor Terminal,Springfield Depot,564.1,13.38,54.2,93.39,service_run
T03221,V110,D072,2026-06-16,Springfield Depot,Riverside Hub,69.2,1.46,9.9,16.73,delivery
T04213,V113,D053,2026-06-16,Northgate DC,Downtown Drop,253.8,4.08,26.1,44.79,delivery
T04292,V065,D080,2026-06-16,Airport Cargo,Springfield Depot,467.4,9.99,80.7,133.85,delivery
T04752,V084,D013,2026-06-16,Eastfield Park,Westside Yard,521.7,8.32,49.1,82.58,pickup
T04857,V063,D010,2026-06-16,Northgate DC,Riverside Hub,599.5,10.78,71.5,111.93,pickup
T00299,V014,D031,2026-06-17,Downtown Drop,Westside Yard,573.2,8.57,81.7,137.33,delivery
T00425,V065,D080,2026-06-17,Northgate DC,Westside Yard,435.6,8.35,44.9,73.74,delivery
T00537,V003,D058,2026-06-17,Riverside Hub,Northgate DC,247.3,4.2,25.0,41.32,delivery
T00917,V055,D059,2026-06-17,Riverside Hub,Westside Yard,396.5,6.61,47.7,81.93,delivery
T00965,V107,D015,2026-06-17,Riverside Hub,Springfield Depot,311.6,6.25,38.5,62.9,service_run
T01069,V069,D066,2026-06-17,Downtown Drop,Springfield Depot,334.3,6.57,35.9,55.22,transfer
T01298,V110,D072,2026-06-17,Harbor Terminal,Eastfield Park,580.5,10.34,68.1,102.81,delivery
T01402,V013,D016,2026-06-17,Eastfield Park,Riverside Hub,225.4,3.75,24.9,38.16,pickup
T01691,V074,D009,2026-06-17,Northgate DC,Airport Cargo,528.8,13.75,58.9,102.68,transfer
T01979,V114,D070,2026-06-17,Westside Yard,Springfield Depot,478.0,7.31,46.4,70.58,delivery
T02030,V070,D026,2026-06-17,Northgate DC,Harbor Terminal,25.5,0.62,3.6,6.05,delivery
T02285,V095,D034,2026-06-17,Springfield Depot,Downtown Drop,269.3,3.98,35.7,60.66,delivery
T02395,V098,D018,2026-06-17,Airport Cargo,Northgate DC,400.2,6.76,49.4,79.78,service_run
T02601,V045,D076,2026-06-17,Downtown Drop,Riverside Hub,437.6,8.23,41.4,66.78,delivery
T02730,V050,D007,2026-06-17,Northgate DC,Eastfield Park,458.6,8.72,55.6,95.04,delivery
T02996,V082,D055,2026-06-17,Riverside Hub,Eastfield Park,416.6,8.91,60.1,90.76,delivery
T03101,V113,D053,2026-06-17,Harbor Terminal,Riverside Hub,591.9,11.66,93.3,137.0,transfer
T03199,V110,D072,2026-06-17,Westside Yard,Eastfield Park,224.8,3.43,24.0,38.11,delivery
T03331,V059,D002,2026-06-17,Riverside Hub,Harbor Terminal,260.8,4.09,34.1,51.44,delivery
T03495,V030,D022,2026-06-17,Springfield Depot,Northgate DC,453.0,6.77,74.0,126.07,service_run
T03820,V029,D060,2026-06-17,Westside Yard,Eastfield Park,165.3,2.65,19.3,32.59,delivery
T03882,V029,D060,2026-06-17,Eastfield Park,Riverside Hub,436.8,10.99,43.3,70.36,delivery
T03990,V068,D025,2026-06-17,Downtown Drop,Riverside Hub,387.3,8.96,36.6,59.38,delivery
T04069,V038,D011,2026-06-17,Harbor Terminal,Downtown Drop,500.6,7.61,71.8,115.53,delivery
T04280,V019,D041,2026-06-17,Westside Yard,Airport Cargo,113.2,1.99,10.6,16.51,pickup
T04393,V018,D028,2026-06-17,Downtown Drop,Riverside Hub,363.2,7.35,36.4,63.14,delivery
T04770,V092,D044,2026-06-17,Harbor Terminal,Westside Yard,423.6,10.68,53.6,91.75,transfer
T04778,V070,D026,2026-06-17,Westside Yard,Riverside Hub,147.2,2.33,18.6,28.26,delivery
T00050,V046,D071,2026-06-18,Eastfield Park,Springfield Depot,613.1,14.88,86.0,129.21,delivery
T00162,V038,D011,2026-06-18,Downtown Drop,Harbor Terminal,396.8,6.79,44.1,71.01,delivery
